city_slug,immo_source_slug,lots_served_status,lots_served_reason,lots_served_observed_lots,surface_m2_status,surface_m2_reason,surface_m2_observed_lots,surface_m2_completed_lots,postal_code_status,postal_code_reason,postal_code_observed_lots,postal_code_completed_lots,civic_address_status,civic_address_reason,civic_address_observed_lots,civic_address_completed_lots,tod_applicability_status,tod_applicability_reason,tod_completion_status,tod_completion_reason,tod_completion_observed_lots,tod_completion_joined_lots,tod_completion_in_tod_lots
bouchette,bouchette,complete,Canonical local Immo perMuni stats row is present and reports 1726 served lots.,1726,complete,Local Immo stats report 1726/1726 lots with surface_m2.,1726,1726,complete,Local Immo stats report 1726/1726 lots with code_postal.,1726,1726,incomplete,Local Immo stats report 1532/1726 lots with civic address.,1726,1532,N/A,The local coverage matrix has no TOD scope entry for this city.,N/A,TOD is not applicable according to the local coverage matrix.,,,
bowman,bowman,complete,Canonical local Immo perMuni stats row is present and reports 933 served lots.,933,complete,Local Immo stats report 933/933 lots with surface_m2.,933,933,complete,Local Immo stats report 933/933 lots with code_postal.,933,933,incomplete,Local Immo stats report 849/933 lots with civic address.,933,849,N/A,The local coverage matrix has no TOD scope entry for this city.,N/A,TOD is not applicable according to the local coverage matrix.,,,
brebeuf,brebeuf,complete,Canonical local Immo perMuni stats row is present and reports 1105 served lots.,1105,complete,Local Immo stats report 1105/1105 lots with surface_m2.,1105,1105,complete,Local Immo stats report 1105/1105 lots with code_postal.,1105,1105,incomplete,Local Immo stats report 1101/1105 lots with civic address.,1105,1101,N/A,The local coverage matrix has no TOD scope entry for this city.,N/A,TOD is not applicable according to the local coverage matrix.,,,
brigham,brigham,complete,Canonical local Immo perMuni stats row is present and reports 1875 served lots.,1875,complete,Local Immo stats report 1875/1875 lots with surface_m2.,1875,1875,complete,Local Immo stats report 1875/1875 lots with code_postal.,1875,1875,incomplete,Local Immo stats report 1866/1875 lots with civic address.,1875,1866,N/A,The local coverage matrix has no TOD scope entry for this city.,N/A,TOD is not applicable according to the local coverage matrix.,,,
bristol,bristol,complete,Canonical local Immo perMuni stats row is present and reports 1468 served lots.,1468,complete,Local Immo stats report 1468/1468 lots with surface_m2.,1468,1468,complete,Local Immo stats report 1468/1468 lots with code_postal.,1468,1468,incomplete,Local Immo stats report 1361/1468 lots with civic address.,1468,1361,N/A,The local coverage matrix has no TOD scope entry for this city.,N/A,TOD is not applicable according to the local coverage matrix.,,,
brome,brome,complete,Canonical local Immo perMuni stats row is present and reports 299 served lots.,299,complete,Local Immo stats report 299/299 lots with surface_m2.,299,299,complete,Local Immo stats report 299/299 lots with code_postal.,299,299,incomplete,Local Immo stats report 295/299 lots with civic address.,299,295,N/A,The local coverage matrix has no TOD scope entry for this city.,N/A,TOD is not applicable according to the local coverage matrix.,,,
bromont,bromont,complete,Canonical local Immo perMuni stats row is present and reports 7359 served lots.,7359,complete,Local Immo stats report 7359/7359 lots with surface_m2.,7359,7359,complete,Local Immo stats report 7359/7359 lots with code_postal.,7359,7359,incomplete,Local Immo stats report 6961/7359 lots with civic address.,7359,6961,N/A,The local coverage matrix has no TOD scope entry for this city.,N/A,TOD is not applicable according to the local coverage matrix.,,,
brossard,brossard,complete,Canonical local Immo perMuni stats row is present and reports 24823 served lots.,24823,complete,Local Immo stats report 24823/24823 lots with surface_m2.,24823,24823,complete,Local Immo stats report 24823/24823 lots with code_postal.,24823,24823,incomplete,Local Immo stats report 22797/24823 lots with civic address.,24823,22797,complete,The local coverage matrix declares TOD scope with status done.,incomplete,Local Immo stats report the TOD join is absent: 0/24823 lots joined (0 lots in TOD).,24823,0,0
brownsburg-chatham,brownsburg-chatham,complete,Canonical local Immo perMuni stats row is present and reports 4895 served lots.,4895,complete,Local Immo stats report 4895/4895 lots with surface_m2.,4895,4895,complete,Local Immo stats report 4895/4895 lots with code_postal.,4895,4895,incomplete,Local Immo stats report 4768/4895 lots with civic address.,4895,4768,N/A,The local coverage matrix has no TOD scope entry for this city.,N/A,TOD is not applicable according to the local coverage matrix.,,,
bryson,bryson,complete,Canonical local Immo perMuni stats row is present and reports 520 served lots.,520,complete,Local Immo stats report 520/520 lots with surface_m2.,520,520,complete,Local Immo stats report 520/520 lots with code_postal.,520,520,incomplete,Local Immo stats report 445/520 lots with civic address.,520,445,N/A,The local coverage matrix has no TOD scope entry for this city.,N/A,TOD is not applicable according to the local coverage matrix.,,,
bury,bury,complete,Canonical local Immo perMuni stats row is present and reports 1006 served lots.,1006,complete,Local Immo stats report 1006/1006 lots with surface_m2.,1006,1006,complete,Local Immo stats report 1006/1006 lots with code_postal.,1006,1006,incomplete,Local Immo stats report 911/1006 lots with civic address.,1006,911,N/A,The local coverage matrix has no TOD scope entry for this city.,N/A,TOD is not applicable according to the local coverage matrix.,,,
cacouna,cacouna,complete,Canonical local Immo perMuni stats row is present and reports 1264 served lots.,1264,complete,Local Immo stats report 1264/1264 lots with surface_m2.,1264,1264,complete,Local Immo stats report 1264/1264 lots with code_postal.,1264,1264,incomplete,Local Immo stats report 1180/1264 lots with civic address.,1264,1180,N/A,The local coverage matrix has no TOD scope entry for this city.,N/A,TOD is not applicable according to the local coverage matrix.,,,
calixa-lavallee,calixa-lavallee,complete,Canonical local Immo perMuni stats row is present and reports 509 served lots.,509,complete,Local Immo stats report 509/509 lots with surface_m2.,509,509,complete,Local Immo stats report 509/509 lots with code_postal.,509,509,incomplete,Local Immo stats report 465/509 lots with civic address.,509,465,N/A,The local coverage matrix has no TOD scope entry for this city.,N/A,TOD is not applicable according to the local coverage matrix.,,,
campbells-bay,campbells-bay,complete,Canonical local Immo perMuni stats row is present and reports 533 served lots.,533,complete,Local Immo stats report 533/533 lots with surface_m2.,533,533,complete,Local Immo stats report 533/533 lots with code_postal.,533,533,incomplete,Local Immo stats report 472/533 lots with civic address.,533,472,N/A,The local coverage matrix has no TOD scope entry for this city.,N/A,TOD is not applicable according to the local coverage matrix.,,,
candiac,candiac,complete,Canonical local Immo perMuni stats row is present and reports 7725 served lots.,7725,complete,Local Immo stats report 7725/7725 lots with surface_m2.,7725,7725,complete,Local Immo stats report 7725/7725 lots with code_postal.,7725,7725,incomplete,Local Immo stats report 7147/7725 lots with civic address.,7725,7147,complete,The local coverage matrix declares TOD scope with status done.,complete,Local Immo stats report a TOD join for 7725/7725 lots (686 lots are in TOD).,7725,7725,686
caniapiscau,caniapiscau,complete,Canonical local Immo perMuni stats row is present and reports zero lots.,0,N/A,Canonical local Immo stats report zero lots; surface_m2 has no per-lot denominator.,0,,N/A,Canonical local Immo stats report zero lots; code_postal has no per-lot denominator.,0,,N/A,Canonical local Immo stats report zero lots; civic address has no per-lot denominator.,0,,N/A,The local coverage matrix has no TOD scope entry for this city.,N/A,TOD is not applicable according to the local coverage matrix.,,,
cantley,cantley,complete,Canonical local Immo perMuni stats row is present and reports 5768 served lots.,5768,complete,Local Immo stats report 5768/5768 lots with surface_m2.,5768,5768,complete,Local Immo stats report 5768/5768 lots with code_postal.,5768,5768,incomplete,Local Immo stats report 5684/5768 lots with civic address.,5768,5684,N/A,The local coverage matrix has no TOD scope entry for this city.,N/A,TOD is not applicable according to the local coverage matrix.,,,
cap-chat,cap-chat,complete,Canonical local Immo perMuni stats row is present and reports 1982 served lots.,1982,complete,Local Immo stats report 1982/1982 lots with surface_m2.,1982,1982,complete,Local Immo stats report 1982/1982 lots with code_postal.,1982,1982,incomplete,Local Immo stats report 1806/1982 lots with civic address.,1982,1806,N/A,The local coverage matrix has no TOD scope entry for this city.,N/A,TOD is not applicable according to the local coverage matrix.,,,
cap-saint-ignace,cap-saint-ignace,complete,Canonical local Immo perMuni stats row is present and reports 1708 served lots.,1708,complete,Local Immo stats report 1708/1708 lots with surface_m2.,1708,1708,complete,Local Immo stats report 1708/1708 lots with code_postal.,1708,1708,incomplete,Local Immo stats report 1612/1708 lots with civic address.,1708,1612,N/A,The local coverage matrix has no TOD scope entry for this city.,N/A,TOD is not applicable according to the local coverage matrix.,,,
cap-sante,cap-sante,complete,Canonical local Immo perMuni stats row is present and reports 2669 served lots.,2669,complete,Local Immo stats report 2669/2669 lots with surface_m2.,2669,2669,complete,Local Immo stats report 2669/2669 lots with code_postal.,2669,2669,incomplete,Local Immo stats report 2406/2669 lots with civic address.,2669,2406,N/A,The local coverage matrix has no TOD scope entry for this city.,N/A,TOD is not applicable according to the local coverage matrix.,,,
caplan,caplan,complete,Canonical local Immo perMuni stats row is present and reports 1753 served lots.,1753,complete,Local Immo stats report 1753/1753 lots with surface_m2.,1753,1753,complete,Local Immo stats report 1753/1753 lots with code_postal.,1753,1753,incomplete,Local Immo stats report 1745/1753 lots with civic address.,1753,1745,N/A,The local coverage matrix has no TOD scope entry for this city.,N/A,TOD is not applicable according to the local coverage matrix.,,,
carignan,carignan,complete,Canonical local Immo perMuni stats row is present and reports 6654 served lots.,6654,complete,Local Immo stats report 6654/6654 lots with surface_m2.,6654,6654,complete,Local Immo stats report 6654/6654 lots with code_postal.,6654,6654,incomplete,Local Immo stats report 6574/6654 lots with civic address.,6654,6574,N/A,The local coverage matrix has no TOD scope entry for this city.,N/A,TOD is not applicable according to the local coverage matrix.,,,
carleton-sur-mer,carleton-sur-mer,complete,Canonical local Immo perMuni stats row is present and reports 2450 served lots.,2450,complete,Local Immo stats report 2450/2450 lots with surface_m2.,2450,2450,complete,Local Immo stats report 2450/2450 lots with code_postal.,2450,2450,incomplete,Local Immo stats report 2371/2450 lots with civic address.,2450,2371,N/A,The local coverage matrix has no TOD scope entry for this city.,N/A,TOD is not applicable according to the local coverage matrix.,,,
cascapedia-saint-jules,cascapedia-saint-jules,complete,Canonical local Immo perMuni stats row is present and reports 1131 served lots.,1131,complete,Local Immo stats report 1131/1131 lots with surface_m2.,1131,1131,complete,Local Immo stats report 1131/1131 lots with code_postal.,1131,1131,incomplete,Local Immo stats report 1118/1131 lots with civic address.,1131,1118,N/A,The local coverage matrix has no TOD scope entry for this city.,N/A,TOD is not applicable according to the local coverage matrix.,,,
